"CCSuid","CCSdguid","CCSname","CCSpop_2021","CCStdwell_2021","CCSurdwell_2021","CCSpop_2016","CCSpop_2016a","CCStdwell_2016a","CCSurdwell_2016a","CCSarea","CCSadj_2016","CCSir_2016","CCSir_2021","PRuid","CDcode","CCScode","ERcode"
"4706021","2021S05024706021","Pense No. 160",1123,422,386,1180,1180,460,407,"842.8486","0","0","0","47","06","021","10"
"4706026","2021S05024706026","Sherwood No. 159",228229,99645,92605,216729,216729,93724,87928,"837.2109","0","0","0","47","06","026","10"
"4706029","2021S05024706029","Edenwold No. 158",13759,4821,4667,12515,12515,4359,4191,"1057.2288","0","0","0","47","06","029","10"
"4706034","2021S05024706034","South Qu'Appelle No. 157",2248,988,908,2319,2319,1011,921,"882.9545","0","0","0","47","06","034","10"
"4706038","2021S05024706038","Indian Head No. 156",2388,1136,1042,2365,2365,1146,1003,"756.2398","0","0","0","47","06","038","10"
"4706042","2021S05024706042","Abernethy No. 186",1682,1305,757,1465,1465,1386,645,"770.196","0","0","0","47","06","042","10"
"4706048","2021S05024706048","North Qu'Appelle No. 187",4839,2774,2016,4665,4665,2700,1918,"612.4905","0","0","0","47","06","048","10"
"4706053","2021S05024706053","Lumsden No. 189",5809,3046,2397,5616,5616,2986,2242,"829.7212","0","0","0","47","06","053","10"
"4706059","2021S05024706059","Dufferin No. 190",1249,730,498,1135,1135,707,425,"957.1688","0","0","0","47","06","059","10"
"4706063","2021S05024706063","Sarnia No. 221",930,827,426,922,922,997,431,"868.3011","0","0","0","47","06","063","10"
"4706070","2021S05024706070","Longlaketon No. 219",1812,946,773,1635,1635,825,676,"1026.7187","0","0","0","47","06","070","10"
"4706071","2021S05024706071","McKillop No. 220",2412,1998,1136,2090,2090,1832,953,"673.6409","0","0","0","47","06","071","10"
"4706091","2021S05024706091","Cupar No. 218",2001,895,813,1929,1929,886,798,"908.6233","0","0","0","47","06","091","10"
"4706096","2021S05024706096","Lipton No. 217",860,453,395,926,926,477,413,"807.2395","0","0","0","47","06","096","10"
"4706099","2021S05024706099","Tullymet No. 216",1244,426,385,1178,1178,423,361,"831.1897","0","0","0","47","06","099","10"
"4707001","2021S05024707001","Baildon No. 131",583,208,182,620,620,219,201,"829.5567","0","0","0","47","07","001","20"
"4707004","2021S05024707004","Hillsborough No. 132",97,50,41,101,101,54,38,"434.1821","0","0","0","47","07","004","20"
"4707006","2021S05024707006","Rodgers No. 133",135,72,60,120,120,84,55,"698.0308","0","0","0","47","07","006","20"
"4707011","2021S05024707011","Shamrock No. 134",214,103,89,225,225,117,99,"762.6512","0","0","0","47","07","011","20"
"4707014","2021S05024707014","Lawtonia No. 135",503,207,164,518,518,220,183,"844.4744","0","0","0","47","07","014","20"
"4707018","2021S05024707018","Coulee No. 136",669,206,182,563,563,205,183,"840.5421","0","0","0","47","07","018","20"
"4707021","2021S05024707021","Excelsior No. 166",1239,529,405,1208,1208,515,404,"1200.0619","0","0","0","47","07","021","20"
"4707024","2021S05024707024","Morse No. 165",1402,653,567,1540,1540,679,606,"1239.1686","0","0","0","47","07","024","20"
"4707029","2021S05024707029","Chaplin No. 164",349,202,156,342,342,197,156,"839.1168","0","0","0","47","07","029","20"
"4707032","2021S05024707032","Wheatlands No. 163",431,209,180,410,410,188,177,"821.4943","0","0","0","47","07","032","20"
"4707036","2021S05024707036","Caron No. 162",1636,619,554,1570,1570,606,536,"568.5662","0","0","0","47","07","036","20"
"4707038","2021S05024707038","Moose Jaw No. 161",34872,16700,15215,35053,35053,16390,15010,"843.4338","0","0","0","47","07","038","20"
"4707042","2021S05024707042","Marquis No. 191",876,789,401,809,809,781,357,"789.7682","0","0","0","47","07","042","20"
"4707047","2021S05024707047","Eyebrow No. 193",405,204,175,369,369,179,168,"835.8178","0","0","0","47","07","047","20"
"4707053","2021S05024707053","Enfield No. 194",684,332,296,598,598,316,267,"1006.0298","0","0","0","47","07","053","20"
"4707058","2021S05024707058","Canaan No. 225",415,206,183,429,429,210,190,"550.7645","0","0","0","47","07","058","20"
"4707063","2021S05024707063","Victory No. 226",643,345,246,608,608,377,237,"1361.7062","0","0","0","47","07","063","20"
"4707066","2021S05024707066","King George No. 256",178,94,79,226,226,89,85,"820.3155","0","0","0","47","07","066","20"
"4707067","2021S05024707067","Coteau No. 255",571,508,242,523,523,446,210,"896.4142","0","0","0","47","07","067","20"
"4707071","2021S05024707071","Maple Bush No. 224",483,563,235,399,399,522,189,"820.9753","0","0","0","47","07","071","20"
"4707076","2021S05024707076","Huron No. 223",284,112,91,273,273,117,95,"831.4336","0","0","0","47","07","076","20"
"4707091","2021S05024707091","Craik No. 222",744,428,339,691,691,384,314,"872.8684","0","0","0","47","07","091","20"
"4708001","2021S05024708001","Swift Current No. 137",18745,8669,7949,18536,18536,8393,7854,"1129.7758","0","0","0","47","08","001","20"
"4708006","2021S05024708006","Webb No. 138",638,297,164,591,591,280,168,"1103.1535","0","0","0","47","08","006","20"
"4708009","2021S05024708009","Gull Lake No. 139",1246,682,564,1399,1399,682,625,"833.5545","0","0","0","47","08","009","20"
"4708016","2021S05024708016","Big Stick No. 141",178,89,77,166,166,103,76,"832.3564","0","0","0","47","08","016","20"
"4708021","2021S05024708021","Enterprise No. 142",228,133,104,257,257,157,118,"998.9505","0","0","0","47","08","021","20"
"4708024","2021S05024708024","Fox Valley No. 171",603,225,190,579,579,218,180,"1254.1009","0","0","0","47","08","024","20"
"4708028","2021S05024708028","Pittville No. 169",291,154,124,314,314,166,130,"1256.9708","0","0","0","47","08","028","20"
"4708031","2021S05024708031","Riverside No. 168",1014,528,437,1042,1042,528,452,"1310.8384","0","0","0","47","08","031","20"
"4708038","2021S05024708038","Saskatchewan Landing No. 167",541,216,188,506,506,203,179,"793.5838","0","0","0","47","08","038","20"
"4708042","2021S05024708042","Lacadena No. 228",1200,854,506,984,984,797,460,"1898.0764","0","0","0","47","08","042","20"
"4708046","2021S05024708046","Miry Creek No. 229",536,233,182,568,568,250,203,"1229.766","0","0","0","47","08","046","20"
"4708053","2021S05024708053","Clinworth No. 230",246,131,116,248,248,131,116,"1437.6679","0","0","0","47","08","053","20"
"4708056","2021S05024708056","Happyland No. 231",1307,643,546,1296,1296,630,563,"1272.2638","0","0","0","47","08","056","20"
"4708061","2021S05024708061","Deer Forks No. 232",510,230,186,487,487,214,167,"737.96","0","0","0","47","08","061","20"
"4708065","2021S05024708065","Chesterfield No. 261",917,424,347,1005,1005,413,361,"1963.8043","0","0","0","47","08","065","20"
"4708071","2021S05024708071","Newcombe No. 260",356,133,110,342,342,119,112,"1094.6415","0","0","0","47","08","071","20"
"4708074","2021S05024708074","Snipe Lake No. 259",1382,782,603,1457,1457,848,646,"1618.5616","0","0","0","47","08","074","20"
"4708092","2021S05024708092","Monet No. 257",902,410,346,941,941,402,349,"1590.88","0","0","0","47","08","092","20"
"4709001","2021S05024709001","Calder No. 241",430,272,209,460,460,262,220,"801.8556","0","0","0","47","09","001","40"
"4709006","2021S05024709006","Wallace No. 243",1030,468,415,1022,1022,480,418,"815.7672","0","0","0","47","09","006","40"
"4709011","2021S05024709011","Orkney No. 244",18829,8646,8009,18905,18905,8505,7979,"807.5507","0","0","0","47","09","011","40"
"4709019","2021S05024709019","Garry No. 245",370,175,152,364,364,146,141,"790.2023","0","0","0","47","09","019","40"
"4709023","2021S05024709023","Insinger No. 275",742,410,354,743,743,495,373,"811.937","0","0","0","47","09","023","40"
"4709029","2021S05024709029","Good Lake No. 274",3022,2047,1404,2771,2771,1930,1314,"780.8833","0","0","0","47","09","029","40"
"4709033","2021S05024709033","Sliding Hills No. 273",438,264,194,421,421,267,191,"820.6999","0","0","0","47","09","033","40"
"4709037","2021S05024709037","Cote No. 271",3277,1746,1379,3280,3280,1818,1331,"962.0531","0","0","0","47","09","037","40"
"4709042","2021S05024709042","St. Philips No. 301",1079,487,388,1001,1001,491,376,"689.9298","0","0","0","47","09","042","40"
"4709046","2021S05024709046","Keys No. 303",712,442,254,538,569,404,225,"718.9665","1","0","0","47","09","046","40"
"4709049","2021S05024709049","Buchanan No. 304",567,333,271,519,488,271,232,"709.4064","1","0","0","47","09","049","40"
"4709054","2021S05024709054","Invermay No. 305",611,282,243,678,678,335,272,"696.0149","0","0","0","47","09","054","40"
"4709060","2021S05024709060","Hazel Dell No. 335",661,369,293,687,687,377,311,"1359.6918","0","0","0","47","09","060","40"
"4709062","2021S05024709062","Preeceville No. 334",2749,1452,1213,2753,2753,1463,1230,"1375.9274","0","0","0","47","09","062","40"
"4709067","2021S05024709067","Clayton No. 333",1229,650,537,1186,1186,629,546,"1383.4214","0","0","0","47","09","067","40"
"4709075","2021S05024709075","Livingston No. 331",301,173,139,306,306,168,138,"1326.9534","0","0","0","47","09","075","40"
"4710003","2021S05024710003","Ituna Bon Accord No. 246",1098,572,508,1110,1110,542,477,"791.2652","0","0","0","47","10","003","40"
"4710008","2021S05024710008","Kellross No. 247",1184,573,490,1119,1119,615,481,"906.1276","0","0","0","47","10","008","40"
"4710014","2021S05024710014","Touchwood No. 248",1136,402,371,1180,1180,385,347,"809.5798","0","0","0","47","10","014","40"
"4710024","2021S05024710024","Mount Hope No. 279",2340,984,883,2493,2493,1107,926,"1782.6322","0","0","0","47","10","024","40"
"4710031","2021S05024710031","Emerald No. 277",370,210,178,405,405,258,205,"810.2526","0","0","0","47","10","031","40"
"4710036","2021S05024710036","Foam Lake No. 276",2382,1260,989,2167,2167,1285,941,"1324.5053","0","0","0","47","10","036","40"
"4710041","2021S05024710041","Elfros No. 307",463,253,211,481,481,256,224,"690.047","0","0","0","47","10","041","40"
"4710046","2021S05024710046","Big Quill No. 308",2244,1158,1027,2337,2337,1204,1067,"780.5209","0","0","0","47","10","046","40"
"4710052","2021S05024710052","Prairie Rose No. 309",306,167,141,316,316,159,140,"838.5282","0","0","0","47","10","052","40"
"4710056","2021S05024710056","Leroy No. 339",967,440,379,952,952,416,382,"833.6515","0","0","0","47","10","056","40"
"4710061","2021S05024710061","Lakeside No. 338",1480,698,627,1499,1499,737,643,"658.1579","0","0","0","47","10","061","40"
"4710066","2021S05024710066","Lakeview No. 337",1635,844,754,1656,1656,835,775,"712.093","0","0","0","47","10","066","40"
"4710071","2021S05024710071","Sasman No. 336",878,665,398,848,848,628,372,"984.9733","0","0","0","47","10","071","40"
"4711003","2021S05024711003","Last Mountain Valley No. 250",634,483,305,552,552,498,267,"860.8985","0","0","0","47","11","003","30"
"4711006","2021S05024711006","Big Arm No. 251",664,462,306,659,659,472,301,"692.2437","0","0","0","47","11","006","30"
"4711011","2021S05024711011","Arm River No. 252",1302,641,566,1298,1298,620,565,"725.6289","0","0","0","47","11","011","30"
"4711016","2021S05024711016","Willner No. 253",293,108,93,255,255,102,98,"836.2087","0","0","0","47","11","016","30"
"4711018","2021S05024711018","Loreburn No. 254",926,524,415,863,863,486,391,"964.7073","0","0","0","47","11","018","30"
"4711026","2021S05024711026","Rudy No. 284",2980,1305,1222,2906,2906,1298,1181,"817.2","0","0","0","47","11","026","30"
"4711031","2021S05024711031","Rosedale No. 283",1082,406,374,1037,1037,408,383,"926.5333","0","0","0","47","11","031","30"
"4711034","2021S05024711034","McCraney No. 282",643,325,272,657,657,302,282,"946.4777","0","0","0","47","11","034","30"
"4711039","2021S05024711039","Wood Creek No. 281",336,193,155,351,351,204,166,"831.3502","0","0","0","47","11","039","30"
"4711042","2021S05024711042","Wreford No. 280",554,293,233,539,539,293,249,"795.8404","0","0","0","47","11","042","30"
"4711046","2021S05024711046","Usborne No. 310",2141,990,874,2103,2103,967,841,"814.8894","0","0","0","47","11","046","30"
"4711052","2021S05024711052","Morris No. 312",2750,1581,1296,2783,2783,1568,1264,"859.4387","0","0","0","47","11","052","30"
"4711059","2021S05024711059","Lost River No. 313",252,80,71,242,242,79,70,"549.9566","0","0","0","47","11","059","30"
"4711061","2021S05024711061","Dundurn No. 314",3801,1404,1267,3902,3902,1227,1036,"822.2043","0","0","0","47","11","061","30"
"4711065","2021S05024711065","Corman Park No. 344",36412,13037,12486,33792,33792,11837,11481,"1929.0787","0","0","0","47","11","065","30"
"4711066","2021S05024711066","Saskatoon",266141,115619,107052,246376,246376,107098,98565,"226.5642","0","0","0","47","11","066","30"
"4711069","2021S05024711069","Blucher No. 343",3223,1302,1231,3226,3226,1291,1218,"792.471","0","0","0","47","11","069","30"
"4711076","2021S05024711076","Colonsay No. 342",802,362,328,819,819,383,334,"552.1204","0","0","0","47","11","076","30"
"4711091","2021S05024711091","Viscount No. 341",662,330,291,583,583,312,259,"830.709","0","0","0","47","11","091","30"
"4711096","2021S05024711096","Wolverine No. 340",511,222,195,480,480,187,177,"828.0592","0","0","0","47","11","096","30"
"4712001","2021S05024712001","Pleasant Valley No. 288",301,116,95,302,302,139,108,"822.469","0","0","0","47","12","001","30"
"4712004","2021S05024712004","St. Andrews No. 287",3043,1454,1298,3053,3053,1408,1320,"820.6972","0","0","0","47","12","004","30"
"4712011","2021S05024712011","Milden No. 286",764,422,309,862,862,424,359,"737.1747","0","0","0","47","12","011","30"
"4712020","2021S05024712020","Fertile Valley No. 285",836,301,279,767,767,306,277,"1011.9088","0","0","0","47","12","020","30"
"4712026","2021S05024712026","Montrose No. 315",647,283,249,712,712,299,269,"897.569","0","0","0","47","12","026","30"
"4712029","2021S05024712029","Harris No. 316",420,228,192,411,411,230,189,"809.2371","0","0","0","47","12","029","30"
"4712034","2021S05024712034","Marriott No. 317",349,135,114,366,366,142,124,"832.5352","0","0","0","47","12","034","30"
"4712038","2021S05024712038","Mountain View No. 318",358,128,109,337,337,129,109,"847.024","0","0","0","47","12","038","30"
"4712042","2021S05024712042","Biggar No. 347",2938,1334,1205,3024,3024,1389,1241,"1591.4599","0","0","0","47","12","042","30"
"4712050","2021S05024712050","Perdue No. 346",844,364,310,839,839,361,325,"820.7008","0","0","0","47","12","050","30"
"4712054","2021S05024712054","Vanscoy No. 345",4924,2204,1994,4979,4979,2118,1951,"868.2614","0","0","0","47","12","054","30"
"4712064","2021S05024712064","Eagle Creek No. 376",643,216,161,595,595,163,149,"822.287","0","0","0","47","12","064","30"
"4712069","2021S05024712069","Glenside No. 377",206,102,89,248,248,119,102,"883.9556","0","0","0","47","12","069","30"
"4712072","2021S05024712072","Rosemount No. 378",175,98,78,201,201,92,84,"561.28","0","0","0","47","12","072","30"
"4712078","2021S05024712078","Battle River No. 438",6760,2831,2637,7290,7290,2757,2619,"1461.6645","0","0","0","47","12","078","30"
"4713006","2021S05024713006","Kindersley No. 290",5863,2640,2312,5911,5911,2592,2355,"2180.3647","0","0","0","47","13","006","30"
"4713011","2021S05024713011","Milton No. 292",324,174,133,407,407,236,176,"673.0563","0","0","0","47","13","011","30"
"4713016","2021S05024713016","Antelope Park No. 322",124,67,53,130,130,61,54,"609.5167","0","0","0","47","13","016","30"
"4713019","2021S05024713019","Prairiedale No. 321",306,102,82,342,342,128,92,"559.4174","0","0","0","47","13","019","30"
"4713024","2021S05024713024","Oakdale No. 320",496,273,224,558,558,277,234,"828.4503","0","0","0","47","13","024","30"
"4713028","2021S05024713028","Winslow No. 319",687,329,269,723,723,327,289,"817.8188","0","0","0","47","13","028","30"
"4713032","2021S05024713032","Grandview No. 349",230,120,98,348,348,116,104,"709.4855","0","0","0","47","13","032","30"
"4713038","2021S05024713038","Mariposa No. 350",326,112,87,265,265,142,115,"636.4248","0","0","0","47","13","038","30"
"4713041","2021S05024713041","Progress No. 351",1794,924,786,1917,1917,946,810,"798.5065","0","0","0","47","13","041","30"
"4713046","2021S05024713046","Heart's Hill No. 352",234,116,92,244,244,112,91,"826.0134","0","0","0","47","13","046","30"
"4713049","2021S05024713049","Eye Hill No. 382",1974,902,790,2159,2159,926,806,"780.367","0","0","0","47","13","049","30"
"4713056","2021S05024713056","Grass Lake No. 381",389,183,160,399,399,207,159,"772.9039","0","0","0","47","13","056","30"
"4713059","2021S05024713059","Tramping Lake No. 380",476,127,113,448,448,147,114,"609.296","0","0","0","47","13","059","30"
"4713064","2021S05024713064","Reford No. 379",355,188,158,409,409,201,170,"696.6908","0","0","0","47","13","064","30"
"4713068","2021S05024713068","Buffalo No. 409",1615,757,682,1725,1725,785,719,"1214.1927","0","0","0","47","13","068","30"
"4713072","2021S05024713072","Round Valley No. 410",2880,1307,1186,2996,2996,1346,1270,"805.4219","0","0","0","47","13","072","30"
"4713076","2021S05024713076","Senlac No. 411",234,169,101,257,257,186,122,"1007.9565","0","0","0","47","13","076","30"
"4713079","2021S05024713079","Manitou Lake No. 442",786,371,310,870,870,368,335,"840.0819","0","0","0","47","13","079","30"
"4713092","2021S05024713092","Hillsdale No. 440",899,373,318,932,932,353,319,"1016.0064","0","0","0","47","13","092","30"
"4713096","2021S05024713096","Cut Knife No. 439",2055,1061,786,2184,2184,1054,773,"800.1525","0","0","0","47","13","096","30"
"4714001","2021S05024714001","Hudson Bay No. 394",4407,1975,1491,4098,4098,1958,1490,"12465.581","0","0","0","47","14","001","50"
"4714006","2021S05024714006","Porcupine No. 395",1603,927,713,1705,1705,920,735,"2319.0338","0","0","0","47","14","006","50"
"4714021","2021S05024714021","Kelvington No. 366",1734,847,719,1718,1718,851,739,"980.379","0","0","0","47","14","021","50"
"4714023","2021S05024714023","Ponass Lake No. 367",712,397,327,749,749,439,339,"797.1386","0","0","0","47","14","023","50"
"4714026","2021S05024714026","Spalding No. 368",633,332,279,697,697,382,304,"812.3445","0","0","0","47","14","026","50"
"4714034","2021S05024714034","Barrier Valley No. 397",638,477,294,597,597,412,264,"818.7455","0","0","0","47","14","034","50"
"4714035","2021S05024714035","Pleasantdale No. 398",1634,784,698,1654,1654,952,682,"793.0625","0","0","0","47","14","035","50"
"4714038","2021S05024714038","Bjorkdale No. 426",1083,1117,523,1153,1153,1195,510,"1440.5353","0","0","0","47","14","038","50"
"4714043","2021S05024714043","Tisdale No. 427",3847,1987,1731,4146,4146,2002,1819,"849.5731","0","0","0","47","14","043","50"
"4714047","2021S05024714047","Star City No. 428",7165,3319,3070,7312,7312,3234,3071,"838.9867","0","0","0","47","14","047","50"
"4714053","2021S05024714053","Willow Creek No. 458",683,340,295,630,630,318,281,"838.8594","0","0","0","47","14","053","50"
"4714056","2021S05024714056","Connaught No. 457",556,261,223,641,641,294,256,"849.4678","0","0","0","47","14","056","50"
"4714059","2021S05024714059","Arborfield No. 456",799,402,347,849,849,399,361,"1405.1767","0","0","0","47","14","059","50"
"4714067","2021S05024714067","Moose Range No. 486",2027,1040,846,2062,2062,1026,841,"2428.0191","0","0","0","47","14","067","50"
"4714072","2021S05024714072","Nipawin No. 487",5790,2707,2445,5668,5668,2631,2464,"889.4977","0","0","0","47","14","072","50"
"4714077","2021S05024714077","Torch River No. 488",2117,1158,967,2417,2417,1248,1069,"5149.6602","0","0","0","47","14","077","50"
"4715001","2021S05024715001","St. Peter No. 369",1984,878,806,2079,2079,871,806,"831.9185","0","0","0","47","15","001","50"
"4715007","2021S05024715007","Humboldt No. 370",6994,3129,2864,6804,6804,3014,2822,"793.5814","0","0","0","47","15","007","50"
"4715011","2021S05024715011","Bayne No. 371",1065,501,454,1078,1078,492,459,"789.8879","0","0","0","47","15","011","50"
"4715014","2021S05024715014","Grant No. 372",1086,462,412,1017,1017,420,387,"663.2268","0","0","0","47","15","014","50"
"4715018","2021S05024715018","Aberdeen No. 373",2177,792,742,2001,2001,812,698,"673.7823","0","0","0","47","15","018","50"
"4715026","2021S05024715026","Laird No. 404",3590,1276,1209,3555,3555,1203,1172,"729.7549","0","0","0","47","15","026","50"
"4715031","2021S05024715031","Rosthern No. 403",4964,1846,1725,4862,4862,1793,1706,"949.682","0","0","0","47","15","031","50"
"4715036","2021S05024715036","Fish Creek No. 402",444,231,174,425,425,219,182,"587.6499","0","0","0","47","15","036","50"
"4715039","2021S05024715039","Hoodoo No. 401",2618,1824,1158,2483,2483,1760,1084,"792.501","0","0","0","47","15","039","50"
"4715044","2021S05024715044","Three Lakes No. 400",1058,578,405,988,988,564,408,"772.8188","0","0","0","47","15","044","50"
"4715048","2021S05024715048","Lake Lenore No. 399",1144,547,429,1254,1254,537,446,"716.7259","0","0","0","47","15","048","50"
"4715051","2021S05024715051","Flett's Springs No. 429",721,286,269,792,792,299,289,"839.8026","0","0","0","47","15","051","50"
"4715054","2021S05024715054","Invergordon No. 430",563,385,266,565,565,395,272,"844.7147","0","0","0","47","15","054","50"
"4715057","2021S05024715057","St. Louis No. 431",2132,790,710,2181,2181,776,737,"834.3987","0","0","0","47","15","057","50"
"4715061","2021S05024715061","Duck Lake No. 463",2959,1025,912,2924,2924,953,880,"1159.1217","0","0","0","47","15","061","50"
"4715064","2021S05024715064","Prince Albert No. 461",41894,16834,15590,40135,40135,16512,15106,"1173.5562","0","0","0","47","15","064","50"
"4715067","2021S05024715067","Birch Hills No. 460",1724,747,697,1689,1689,728,678,"549.4703","0","0","0","47","15","067","50"
"4715071","2021S05024715071","Kinistino No. 459",2551,909,825,2465,2465,862,776,"1077.862","0","0","0","47","15","071","50"
"4715079","2021S05024715079","Garden River No. 490",992,471,415,1038,1038,448,411,"659.465","0","0","0","47","15","079","50"
"4715094","2021S05024715094","Buckland No. 491",3587,1392,1311,3684,3684,1391,1307,"802.1422","0","0","0","47","15","094","50"
"4715099","2021S05024715099","Paddockwood No. 520",4741,4609,2012,3889,3889,4702,1606,"3156.9663","0","0","0","47","15","099","50"
"4716005","2021S05024716005","Mayfield No. 406",649,296,271,623,623,301,267,"781.9035","0","0","0","47","16","005","50"
"4716008","2021S05024716008","Great Bend No. 405",1128,568,498,1310,1310,640,572,"828.7002","0","0","0","47","16","008","50"
"4716013","2021S05024716013","Blaine Lake No. 434",952,525,451,943,933,524,424,"775.0134","1","0","0","47","16","013","50"
"4716018","2021S05024716018","Redberry No. 435",801,430,359,764,764,425,339,"1005.1704","0","0","0","47","16","018","50"
"4716023","2021S05024716023","Douglas No. 436",439,220,170,430,430,217,186,"815.7607","0","0","0","47","16","023","50"
"4716028","2021S05024716028","North Battleford No. 437",14627,6634,5958,15194,15194,6704,6173,"827","0","0","0","47","16","028","50"
"4716033","2021S05024716033","Round Hill No. 467",394,188,167,361,361,189,145,"809.5076","0","0","0","47","16","033","50"
"4716038","2021S05024716038","Meeting Lake No. 466",335,223,152,319,319,220,138,"1084.3878","0","0","0","47","16","038","50"
"4716041","2021S05024716041","Leask No. 464",2464,1474,895,2226,2236,1403,804,"1405.6606","1","0","0","47","16","041","50"
"4716046","2021S05024716046","Shellbrook No. 493",4315,1771,1571,4210,4210,1760,1540,"1323.2566","0","0","0","47","16","046","50"
"4716051","2021S05024716051","Canwood No. 494",4929,1918,1604,5075,5075,1932,1607,"2204.6768","0","0","0","47","16","051","50"
"4716056","2021S05024716056","Spiritwood No. 496",4055,2172,1506,3997,3997,2214,1397,"2557.6885","0","0","0","47","16","056","50"
"4716062","2021S05024716062","Medstead No. 497",620,301,266,664,664,319,281,"1217.0959","0","0","0","47","16","062","50"
"4716075","2021S05024716075","Big River No. 555",2285,2280,1018,1883,1883,1914,790,"5971.5972","0","0","0","47","16","075","50"
"4717001","2021S05024717001","Meota No. 468",2970,2419,1208,2773,2773,2268,1034,"754.51","0","0","0","47","17","001","50"
"4717008","2021S05024717008","Turtle River No. 469",783,367,316,824,824,360,308,"656.8543","0","0","0","47","17","008","50"
"4717013","2021S05024717013","Paynton No. 470",358,194,166,403,403,221,173,"589.434","0","0","0","47","17","013","50"
"4717017","2021S05024717017","Eldon No. 471",2022,884,790,2084,2084,914,819,"996.1888","0","0","0","47","17","017","50"
"4717022","2021S05024717022","Wilton No. 472",2865,1165,1064,3173,3173,1253,1160,"1027.1004","0","0","0","47","17","022","50"
"4717028","2021S05024717028","Britannia No. 502",13904,5850,5187,13918,13918,5745,5136,"933.1632","0","0","0","47","17","028","50"
"4717032","2021S05024717032","Frenchman Butte No. 501",5096,1854,1595,5766,5766,1878,1656,"2070.1105","0","0","0","47","17","032","50"
"4717045","2021S05024717045","Mervin No. 499",3242,2422,1342,2735,2735,2403,1108,"1650.6734","0","0","0","47","17","045","50"
"4717047","2021S05024717047","Parkdale No. 498",1078,914,472,1008,1008,920,425,"1377.5283","0","0","0","47","17","047","50"
"4717054","2021S05024717054","Meadow Lake No. 588",9538,3954,3450,9330,9330,3948,3316,"6437.2862","0","0","0","47","17","054","50"
"4717056","2021S05024717056","Loon Lake No. 561",2880,1539,907,2759,2759,1443,828,"3292.3587","0","0","0","47","17","056","50"
"4717062","2021S05024717062","Beaver River No. 622",3098,1542,1068,3127,3127,1493,984,"2437.4596","0","0","0","47","17","062","50"
"4718090","2021S05024718090","Division No. 18, Unorganized",35986,12843,10475,37064,37064,12664,10234,"262280.9401","0","0","1","47","18","090","60"
"4801003","2021S05024801003","Cypress County",76376,34157,32060,76522,76522,33424,31500,"13106.1095","0","0","0","48","01","003","10"
"4801008","2021S05024801008","Forty Mile County No. 8",6137,1940,1747,6105,6105,1907,1730,"7171.414","0","0","0","48","01","008","10"
"4802001","2021S05024802001","Warner County No. 5",11065,3583,3264,9978,9978,3350,2927,"4477.2784","0","0","0","48","02","001","10"
"4802011","2021S05024802011","Lethbridge County",123847,51735,48647,117394,117394,48317,45696,"2958.9556","0","0","0","48","02","011","10"
"4802021","2021S05024802021","Taber",18573,6321,6011,17695,17695,6189,5689,"4184.002","0","0","0","48","02","021","10"
"4802031","2021S05024802031","Newell County",25028,9297,8601,24662,24662,9135,8511,"5836.0976","0","0","0","48","02","031","10"
"4803001","2021S05024803001","Cardston County",16073,5189,4554,15488,15488,4971,4303,"4778.5342","0","0","0","48","03","001","10"
"4803011","2021S05024803011","Pincher Creek No. 9",8786,4364,3450,8465,8465,3948,3148,"4391.4386","0","0","0","48","03","011","10"
"4803018","2021S05024803018","Willow Creek No. 26",15909,6676,6159,15003,15003,6486,5927,"4555.099","0","0","0","48","03","018","10"
"4804004","2021S05024804004","Special Area No. 2",4402,2152,1813,4599,4599,2067,1855,"9205.0375","0","0","0","48","04","004","20"
"4804012","2021S05024804012","Special Area No. 3",2724,1222,1027,2801,2801,1214,1073,"7546.5077","0","0","0","48","04","012","20"
"4804020","2021S05024804020","Special Area No. 4",2094,919,783,2173,2173,893,811,"4303.6604","0","0","0","48","04","020","20"
"4805001","2021S05024805001","Vulcan County",10704,4299,3556,10403,10403,4190,3435,"6072.2039","0","0","0","48","05","001","20"
"4805012","2021S05024805012","Wheatland County",23989,9261,8728,23403,23403,8863,8354,"4536.0976","0","0","0","48","05","012","20"
"4805031","2021S05024805031","Starland County",10257,4545,4049,10696,10696,4500,4070,"2652.9764","0","0","0","48","05","031","20"
"4805041","2021S05024805041","Kneehill County",10834,4474,4118,11206,11206,4491,4161,"3389.9499","0","0","0","48","05","041","20"
"4806001","2021S05024806001","Foothills County",73566,28288,27099,71393,71393,26622,25544,"3696.4954","0","0","1","48","06","001","30"
"4806014","2021S05024806014","Rocky View County",175022,63451,61139,153389,153389,55220,52968,"4278.0632","0","0","1","48","06","014","30"
"4806016","2021S05024806016","Calgary",1306784,531062,502301,1239220,1239220,489650,466725,"820.6174","0","0","0","48","06","016","30"
"4806028","2021S05024806028","Mountain View County",35267,15359,14089,34776,34776,14777,13675,"3818.999","0","0","0","48","06","028","30"
"4807001","2021S05024807001","Provost No. 52",4651,2147,1884,4852,4852,2080,1874,"3578.5361","0","0","0","48","07","001","20"
"4807011","2021S05024807011","Paintearth County No. 18",3753,1689,1480,4083,4083,1642,1517,"3246.3662","0","0","0","48","07","011","20"
"4807019","2021S05024807019","Stettler County No. 6",12189,5653,4732,12289,12289,5575,4757,"3989.3062","0","0","0","48","07","019","20"
"4807031","2021S05024807031","Flagstaff County",8043,3872,3339,8361,8361,3821,3335,"3982.4458","0","0","0","48","07","031","20"
